Bandit,Reward,Algorithm
2,2.5504689510539977,EpsilonGreedyBandit
0,1.9318572651513257,EpsilonGreedyBandit
0,1.0997705648773304,EpsilonGreedyBandit
0,-0.43503008673344135,EpsilonGreedyBandit
0,0.10842739705870807,EpsilonGreedyBandit
3,3.4862951988488615,EpsilonGreedyBandit
1,1.8888305583586968,EpsilonGreedyBandit
2,6.048747244301985,EpsilonGreedyBandit
2,3.8762467795249456,EpsilonGreedyBandit
0,-0.028438639412539102,EpsilonGreedyBandit
0,1.2049262099444409,EpsilonGreedyBandit
1,0.7938348689845842,EpsilonGreedyBandit
3,4.332167426642331,EpsilonGreedyBandit
1,1.0755607366139008,EpsilonGreedyBandit
3,3.8586819286243905,EpsilonGreedyBandit
1,2.966141797832792,EpsilonGreedyBandit
1,2.6901678547650487,EpsilonGreedyBandit
3,5.2545314739202675,EpsilonGreedyBandit
0,0.9219160283646899,EpsilonGreedyBandit
0,1.750308619038822,EpsilonGreedyBandit
1,2.7726793128178535,EpsilonGreedyBandit
0,1.8461350230651854,EpsilonGreedyBandit
0,0.8244645810434051,EpsilonGreedyBandit
2,2.18301376460985,EpsilonGreedyBandit
3,4.8534058998566385,EpsilonGreedyBandit
2,1.9468120798212987,EpsilonGreedyBandit
2,2.3198715259542713,EpsilonGreedyBandit
0,0.15180664107767694,EpsilonGreedyBandit
1,2.6512016765319064,EpsilonGreedyBandit
2,3.4828365026294157,EpsilonGreedyBandit
2,4.0480630105166675,EpsilonGreedyBandit
2,3.026484275989651,EpsilonGreedyBandit
0,-0.39090540734695556,EpsilonGreedyBandit
0,2.974988373612277,EpsilonGreedyBandit
2,3.607365569839116,EpsilonGreedyBandit
2,4.043994636791224,EpsilonGreedyBandit
0,1.014089760637795,EpsilonGreedyBandit
3,3.5123821225729444,EpsilonGreedyBandit
0,-0.6927312593977135,EpsilonGreedyBandit
0,2.2041824214216774,EpsilonGreedyBandit
1,0.9846213350507422,EpsilonGreedyBandit
0,0.7377377819502341,EpsilonGreedyBandit
2,2.2064257062057155,EpsilonGreedyBandit
2,2.5975137164822626,EpsilonGreedyBandit
1,3.952443051492961,EpsilonGreedyBandit
0,1.6163958574436763,EpsilonGreedyBandit
3,3.269664813387152,EpsilonGreedyBandit
1,0.42684430306256504,EpsilonGreedyBandit
2,2.818826990826769,EpsilonGreedyBandit
2,2.5619497688933945,EpsilonGreedyBandit
2,3.6166476871769384,EpsilonGreedyBandit
3,3.4393155739776327,EpsilonGreedyBandit
0,0.7417213316186484,EpsilonGreedyBandit
2,3.1074293311784955,EpsilonGreedyBandit
3,3.108139265209678,EpsilonGreedyBandit
3,2.7254348558856494,EpsilonGreedyBandit
3,3.367867496083084,EpsilonGreedyBandit
2,2.5332752307141666,EpsilonGreedyBandit
0,0.7656772155717988,EpsilonGreedyBandit
3,3.241012552304258,EpsilonGreedyBandit
2,1.907449682153997,EpsilonGreedyBandit
3,3.8843018948961956,EpsilonGreedyBandit
3,2.893491850013067,EpsilonGreedyBandit
2,2.9700756281058127,EpsilonGreedyBandit
0,1.6491646757525582,EpsilonGreedyBandit
2,3.7190297939766856,EpsilonGreedyBandit
1,2.8876081360633137,EpsilonGreedyBandit
3,3.0128473673222285,EpsilonGreedyBandit
2,3.471745560927983,EpsilonGreedyBandit
1,2.197184759468596,EpsilonGreedyBandit
1,1.653260160956622,EpsilonGreedyBandit
1,3.087317820214653,EpsilonGreedyBandit
1,4.337262902648184,EpsilonGreedyBandit
2,2.203605255428209,EpsilonGreedyBandit
0,0.8800716353576,EpsilonGreedyBandit
1,2.9236861244134755,EpsilonGreedyBandit
2,4.67308689580896,EpsilonGreedyBandit
1,3.0160987126425316,EpsilonGreedyBandit
0,1.400889640010076,EpsilonGreedyBandit
3,3.279198097656581,EpsilonGreedyBandit
1,-0.03796592589056358,EpsilonGreedyBandit
2,3.063771167949316,EpsilonGreedyBandit
2,3.5285029587631898,EpsilonGreedyBandit
1,2.4744508020407046,EpsilonGreedyBandit
3,2.1012876757105268,EpsilonGreedyBandit
2,3.3114382811222707,EpsilonGreedyBandit
3,5.642458515600928,EpsilonGreedyBandit
0,0.8239179649819119,EpsilonGreedyBandit
0,2.666336257433818,EpsilonGreedyBandit
3,3.2793356254532986,EpsilonGreedyBandit
1,3.269092619511804,EpsilonGreedyBandit
1,1.4201862873657294,EpsilonGreedyBandit
0,-0.6141650109926498,EpsilonGreedyBandit
2,3.2186808214840052,EpsilonGreedyBandit
3,4.033064054703062,EpsilonGreedyBandit
3,3.5884788497652114,EpsilonGreedyBandit
0,1.8437706768810553,EpsilonGreedyBandit
0,2.509130987335812,EpsilonGreedyBandit
0,0.324381176546781,EpsilonGreedyBandit
